Time,Joint Name,Position,Velocity,Effort,Force X,Force Y,Force Z,Torque X,Torque Y,Torque Z
199.903,ur5_elbow_joint,0.8266787716483313,0.0001923667298012,-21.988689554354643,,,,,,
199.903,ur5_shoulder_lift_joint,-0.8288474110142481,-0.0002672451817576,-51.11607413860654,,,,,,
199.903,ur5_shoulder_pan_joint,-0.0985872288179683,8.39024971996782e-05,0.0191204118085912,,,,,,
199.903,ur5_wrist_1_joint,-1.840379999210932,-0.0002658114655594,-2.807625938973528,,,,,,
199.903,ur5_wrist_2_joint,-1.6696610987520533,0.0019354966859114,-0.1583373649145097,,,,,,
199.903,ur5_wrist_3_joint,0.0170287954550873,-0.0023083731530736,-0.0002894810224506,,,,,,
199.914,force/torque,,,,2.247925425414686,0.520746025213027,7.718668910559378,-0.0109185970131766,0.035523901386776,-0.0001843409447782
199.927,ur5_elbow_joint,0.8266787718517197,0.0001923664822216,-21.98868996520004,,,,,,
199.927,ur5_shoulder_lift_joint,-0.8288474109866764,-0.0002672448305088,-51.11607434544428,,,,,,
199.927,ur5_shoulder_pan_joint,-0.0985872288097065,8.390290018649097e-05,0.0191205180008975,,,,,,
199.927,ur5_wrist_1_joint,-1.8403802657166295,-0.0002658112760141,-2.8076262872985707,,,,,,
199.927,ur5_wrist_2_joint,-1.6696611127237926,0.0019354985185487,-0.1583373751393083,,,,,,
199.927,ur5_wrist_3_joint,0.017031430787485,-0.0023086417975148,-0.0002895665190331,,,,,,
199.938,force/torque,,,,2.2479295463068567,0.5207398210198106,7.718667990118838,-0.0109185019136748,0.0355239957924332,-0.0001842536575085
199.952,ur5_elbow_joint,0.8266787720987541,4.3416263297593695e-08,-21.996770105252747,,,,,,
199.952,ur5_shoulder_lift_joint,-0.8288474572876376,-4.632659164791875e-05,-50.99723822992967,,,,,,
199.952,ur5_shoulder_pan_joint,-0.0985872172032058,1.1599787381678989e-05,-0.0170960259076909,,,,,,
199.952,ur5_wrist_1_joint,-1.8403805809168947,-4.8706883735783416e-05,-2.8069522786391534,,,,,,
199.952,ur5_wrist_2_joint,-1.669660644779956,0.0004819170445869,-0.1636600903257977,,,,,,
199.952,ur5_wrist_3_joint,0.0170336460409297,-0.0004137597634527,0.0002705083303718,,,,,,
199.962,force/torque,,,,2.247933662107181,0.5207336317395442,7.718667070266346,-0.0109184070429206,0.0355240900461561,-0.0001841666137293
199.976,ur5_elbow_joint,0.8266787723018263,4.3462854985268536e-08,-21.99677050633157,,,,,,
199.976,ur5_shoulder_lift_joint,-0.8288474572600855,-4.632661541135445e-05,-50.997238575719656,,,,,,
199.976,ur5_shoulder_pan_joint,-0.098587217194856,1.1599824452830149e-05,-0.0170960892554434,,,,,,
