Time,Joint Name,Position,Velocity,Effort,Force X,Force Y,Force Z,Torque X,Torque Y,Torque Z
127.562,ur5_elbow_joint,0.8206923318116246,8.122728266348496e-09,-21.46413413999516,,,,,,
127.562,ur5_shoulder_lift_joint,-0.6805388790040903,-5.43302494578921e-07,-54.88788876569121,,,,,,
127.562,ur5_shoulder_pan_joint,0.0213873985933492,1.409008920464063e-10,-0.0001308107041841,,,,,,
127.562,ur5_wrist_1_joint,-1.7247009244394196,-7.926875712482845e-06,-2.4666937861010454,,,,,,
127.562,ur5_wrist_2_joint,-1.560501498203032,1.1536043964954081e-07,0.0173215929925058,,,,,,
127.562,ur5_wrist_3_joint,0.0580406826286825,1.4320606556402065e-05,2.6178833427352e-06,,,,,,
127.564,force/torque,,,,0.1066556271859679,-0.0892771165326008,8.1090315232684,0.0012872409271545,0.0015331660279687,-2.659011767490447e-06
127.586,ur5_elbow_joint,0.8206923320121406,7.926413958008402e-09,-21.464134545293167,,,,,,
127.586,ur5_shoulder_lift_joint,-0.6805388925766325,-5.42531642782286e-07,-54.88788862171112,,,,,,
127.586,ur5_shoulder_pan_joint,0.021387398594137,-6.959218178287815e-11,-0.0001308541614607,,,,,,
127.586,ur5_wrist_1_joint,-1.7247011226121671,-7.926941334840892e-06,-2.466694149840449,,,,,,
127.586,ur5_wrist_2_joint,-1.5605014953678786,1.1160198648040721e-07,0.0173215921536432,,,,,,
127.586,ur5_wrist_3_joint,0.0580410402122346,1.4287420034432351e-05,2.6067556506002736e-06,,,,,,
127.589,force/torque,,,,0.1066573495661066,-0.0892769140492453,8.109031331661605,0.0012872498096225,0.0015332015317921,-2.648286851022261e-06
127.61,ur5_elbow_joint,0.8206923322046986,7.925007107726112e-09,-21.464134930384315,,,,,,
127.61,ur5_shoulder_lift_joint,-0.6805389056066096,-5.425303178135713e-07,-54.88788863496818,,,,,,
127.61,ur5_shoulder_pan_joint,0.0213873985949959,-6.962031415205665e-11,-0.0001308550531128,,,,,,
127.61,ur5_wrist_1_joint,-1.7247013128485609,-7.926564798530236e-06,-2.4666944984327697,,,,,,
127.61,ur5_wrist_2_joint,-1.5605014926444696,1.1159654961680566e-07,0.0173215958534434,,,,,,
127.61,ur5_wrist_3_joint,0.0580413826475973,1.4253030808838142e-05,2.5958257854011866e-06,,,,,,
127.614,force/torque,,,,0.1066591263543404,-0.0892774341377153,8.109031465284335,0.0012872456298109,0.001533223646766,-2.6360017681780246e-06
127.635,ur5_elbow_joint,0.820692332405347,8.118845735537724e-09,-21.46413532736851,,,,,,
127.635,ur5_shoulder_lift_joint,-0.6805389191798552,-5.432984250384932e-07,-54.88788880640384,,,,,,
127.635,ur5_shoulder_pan_joint,0.0213873985959942,1.4079347225847523e-10,-0.0001308134675268,,,,,,
127.635,ur5_wrist_1_joint,-1.7247015110016315,-7.925714764861752e-06,-2.4666948609273844,,,,,,
127.635,ur5_wrist_2_joint,-1.5605014898058496,1.1534327940014148e-07,0.0173216043992446,,,,,,
127.635,ur5_wrist_3_joint,0.0580417384732259,1.4214572763045114e-05,2.5841828471434576e-06,,,,,,
127.639,force/torque,,,,0.1066608483096103,-0.0892772314594809,8.109031273627973,0.0012872545063551,0.0015332591298676,-2.625335235535061e-06
127.659,ur5_elbow_joint,0.8206923325978464,8.117739520231384e-09,-21.46413571234474,,,,,,
127.659,ur5_shoulder_lift_joint,-0.6805389322097701,-5.432972424589947e-07,-54.88788881958811,,,,,,
127.659,ur5_shoulder_pan_joint,0.0213873985968495,1.4076799186655703e-10,-0.0001308143512201,,,,,,
127.659,ur5_wrist_1_joint,-1.7247017012195762,-7.925338344839074e-06,-2.4666952094239747,,,,,,
127.659,ur5_wrist_2_joint,-1.560501487082714,1.1533725570357429e-07,0.0173216081033187,,,,,,
127.659,ur5_wrist_3_joint,0.0580420792277376,1.4180352270444445e-05,2.573307342723647e-06,,,,,,
127.664,force/torque,,,,0.1066626247014973,-0.0892777513444909,8.109031407272468,0.0012872503252208,0.0015332812247561,-2.6131085805807256e-06
127.683,ur5_elbow_joint,0.8206923327903164,8.116592847748711e-09,-21.46413609726504,,,,,,
127.683,ur5_shoulder_lift_joint,-0.6805389452396549,-5.432960310780666e-07,-54.88788883278112,,,,,,
127.683,ur5_shoulder_pan_joint,0.0213873985977048,1.4064191396269488e-10,-0.0001308152303026,,,,,,
127.683,ur5_wrist_1_joint,-1.7247018914284826,-7.92496181762551e-06,-2.466695557873491,,,,,,
127.683,ur5_wrist_2_joint,-1.5605014843597145,1.1533188642067269e-07,0.0173216118090343,,,,,,
127.683,ur5_wrist_3_joint,0.0580424191619881,1.414621418922588e-05,2.5624583653996946e-06,,,,,,
127.684,force/torque,,,,0.1066640238317734,-0.0892778781293398,8.109031384042657,0.0012872521987362,0.0015333042442503,-2.603983807739545e-06
127.708,ur5_elbow_joint,0.8206923329906779,7.920332016176762e-09,-21.464136502253996,,,,,,
127.708,ur5_shoulder_lift_joint,-0.6805389588120354,-5.425252582373283e-07,-54.887888688795385,,,,,,
127.708,ur5_shoulder_pan_joint,0.0213873985984882,-6.981701485871344e-11,-0.0001308586694048,,,,,,
127.708,ur5_wrist_1_joint,-1.7247020895533804,-7.925027479242768e-06,-2.4666959213643573,,,,,,
127.708,ur5_wrist_2_joint,-1.5605014815252751,1.1157362413273765e-07,0.0173216109806193,,,,,,
127.708,ur5_wrist_3_joint,0.0580427723914178,1.4113464919901333e-05,2.551471491240821e-06,,,,,,
127.709,force/torque,,,,0.1066657452495219,-0.0892776751759603,8.109031192432115,0.0012872610745301,0.0015333396993599,-2.593398399332595e-06
127.732,ur5_elbow_joint,0.8206923331830884,7.91914464690336e-09,-21.464136887053684,,,,,,
127.732,ur5_shoulder_lift_joint,-0.680538971841858,-5.42523918186633e-07,-54.88788870195215,,,,,,
127.732,ur5_shoulder_pan_joint,0.0213873985993426,-6.978582435821577e-11,-0.0001308595369269,,,,,,
127.732,ur5_wrist_1_joint,-1.7247022797438394,-7.924651184511879e-06,-2.466696269717887,,,,,,
127.732,ur5_wrist_2_joint,-1.5605014788025473,1.1156811473882637e-07,0.0173216146897316,,,,,,
127.732,ur5_wrist_3_joint,0.0580431106570928,1.4079494390698888e-05,2.5406764844839454e-06,,,,,,
127.734,force/torque,,,,0.1066675210215478,-0.0892781947913277,8.109031326063139,0.0012872568872326,0.0015333617651148,-2.5812529888565967e-06
127.757,ur5_elbow_joint,0.8206923333835832,8.112861846528261e-09,-21.4641372837347,,,,,,
127.757,ur5_shoulder_lift_joint,-0.680538985414942,-5.432920569791813e-07,-54.88788887335089,,,,,,
127.757,ur5_shoulder_pan_joint,0.0213873986003347,1.4058774125148292e-10,-0.0001308179174339,,,,,,
127.757,ur5_wrist_1_joint,-1.7247024778490625,-7.923801053051044e-06,-2.46669663196454,,,,,,
127.757,ur5_wrist_2_joint,-1.560501475964637,1.153146245497628e-07,0.0173216232442427,,,,,,
127.757,ur5_wrist_3_joint,0.0580434621499694,1.40414714219571e-05,2.5291736773329182e-06,,,,,,
127.759,force/torque,,,,0.1066692420879553,-0.089277991631755,8.109031134381476,0.0012872657617256,0.0015333972000507,-2.5707253671720875e-06
127.781,ur5_elbow_joint,0.8206923335759351,8.111511123294552e-09,-21.46413766841571,,,,,,
127.781,ur5_shoulder_lift_joint,-0.6805389984447023,-5.432907944888094e-07,-54.88788888651494,,,,,,
127.781,ur5_shoulder_pan_joint,0.0213873986011847,1.4057731229535442e-10,-0.0001308187915258,,,,,,
127.781,ur5_wrist_1_joint,-1.7247026680210735,-7.923424490807183e-06,-2.466696980223784,,,,,,
127.781,ur5_wrist_2_joint,-1.5605014732421871,1.1530900915707406e-07,0.0173216269580889,,,,,,
127.781,ur5_wrist_3_joint,0.0580437987552606,1.4007667640580158e-05,2.518432372574187e-06,,,,,,
127.784,force/torque,,,,0.1066710174753587,-0.0892785110665626,8.109031268013137,0.0012872615710531,0.0015334192458378,-2.558637620723894e-06
127.805,ur5_elbow_joint,0.8206923337682577,8.110485843612413e-09,-21.464138053039523,,,,,,
127.805,ur5_shoulder_lift_joint,-0.6805390114744325,-5.432896119582172e-07,-54.88788889963523,,,,,,
127.805,ur5_shoulder_pan_joint,0.0213873986020356,1.4048208851299615e-10,-0.0001308196580928,,,,,,
127.805,ur5_wrist_1_joint,-1.724702858184049,-7.923048162984125e-06,-2.466697328435374,,,,,,
127.805,ur5_wrist_2_joint,-1.5605014705198688,1.153034355262578e-07,0.0173216306728936,,,,,,
127.805,ur5_wrist_3_joint,0.0580441345502782,1.3973945238885288e-05,2.5077172669596946e-06,,,,,,
127.809,force/torque,,,,0.106672738087971,-0.0892783077108293,8.109031076407527,0.0012872704421102,0.0015334546600245,-2.548167327780861e-06
127.83,ur5_elbow_joint,0.8206923339684655,7.914231492138442e-09,-21.46413845772283,,,,,,
127.83,ur5_shoulder_lift_joint,-0.6805390250466514,-5.425188279533301e-07,-54.88788875558405,,,,,,
127.83,ur5_shoulder_pan_joint,0.0213873986028136,-6.999960019096849e-11,-0.0001308630680652,,,,,,
127.83,ur5_wrist_1_joint,-1.7247030562611023,-7.923113891494573e-06,-2.46669769168014,,,,,,
127.83,ur5_wrist_2_joint,-1.5605014676861415,1.115452546856444e-07,0.0173216298549041,,,,,,
127.83,ur5_wrist_3_joint,0.0580444834786009,1.3941627948764206e-05,2.4968695037663266e-06,,,,,,
127.834,force/torque,,,,0.1066745131066355,-0.0892788269578861,8.10903121003197,0.0012872662500607,0.0015334766859549,-2.536136982450492e-06
127.854,ur5_elbow_joint,0.8206923341607304,7.913046764646136e-09,-21.46413884222522,,,,,,
127.854,ur5_shoulder_lift_joint,-0.6805390380763194,-5.425175618169182e-07,-54.8878887687204,,,,,,
127.854,ur5_shoulder_pan_joint,0.0213873986036619,-7.006481117656988e-11,-0.0001308639226073,,,,,,
127.854,ur5_wrist_1_joint,-1.7247032464056335,-7.922737453051324e-06,-2.466698039797246,,,,,,
127.854,ur5_wrist_2_joint,-1.560501464964097,1.1153952292434959e-07,0.0173216335726209,,,,,,
127.854,ur5_wrist_3_joint,0.0580448176253618,1.390807106241498e-05,2.4862076977313108e-06,,,,,,
127.859,force/torque,,,,0.1066762333161845,-0.0892786234072965,8.109031018390063,0.0012872751165069,0.0015335120805412,-2.52572372906666e-06
127.879,ur5_elbow_joint,0.8206923343610733,8.106423697539552e-09,-21.464139238604112,,,,,,
127.879,ur5_shoulder_lift_joint,-0.6805390516492436,-5.432855335848497e-07,-54.88788894007247,,,,,,
127.879,ur5_shoulder_pan_joint,0.0213873986046504,1.4036415733166118e-10,-0.0001308222871736,,,,,,
127.879,ur5_wrist_1_joint,-1.7247034444630174,-7.921887125024422e-06,-2.4666984017983,,,,,,
127.879,ur5_wrist_2_joint,-1.5605014621269024,1.1528612421007644e-07,0.0173216421392245,,,,,,
127.879,ur5_wrist_3_joint,0.058045164838246,1.3870477937843449e-05,2.4748433107633344e-06,,,,,,
127.884,force/torque,,,,0.1066780079131568,-0.0892791424519102,8.10903115202806,0.0012872709223286,0.0015335340858634,-2.5137505967445863e-06
127.903,ur5_elbow_joint,0.8206923345532795,8.105483461151799e-09,-21.464139622993223,,,,,,
127.903,ur5_shoulder_lift_joint,-0.6805390646788494,-5.432843361884175e-07,-54.887888953190654,,,,,,
127.903,ur5_shoulder_pan_joint,0.0213873986054968,1.4032585106273512e-10,-0.000130823145683,,,,,,
127.903,ur5_wrist_1_joint,-1.724703634589103,-7.921511009843011e-06,-2.4666987498212376,,,,,,
127.903,ur5_wrist_2_joint,-1.560501459405133,1.1528057444294143e-07,0.0173216458614523,,,,,,
127.903,ur5_wrist_3_joint,0.0580454973448407,1.3837085763367204e-05,2.464234554748483e-06,,,,,,
127.904,force/torque,,,,0.1066794056448884,-0.0892792685551579,8.109031128831715,0.0012872727843345,0.0015335570352667,-2.504827706355474e-06
127.927,ur5_elbow_joint,0.8206923347454573,8.104047507164408e-09,-21.4641400073281,,,,,,
127.927,ur5_shoulder_lift_joint,-0.680539077708425,-5.43282961672361e-07,-54.88788896627885,,,,,,
127.927,ur5_shoulder_pan_joint,0.0213873986063415,1.4027095334686676e-10,-0.0001308239808818,,,,,,
127.927,ur5_wrist_1_joint,-1.7247038247061557,-7.921134339607297e-06,-2.46669909779789,,,,,,
127.927,ur5_wrist_2_joint,-1.5605014566834958,1.152749979663523e-07,0.0173216495847459,,,,,,
127.927,ur5_wrist_3_joint,0.0580458290510277,1.380377397866794e-05,2.4536516904306483e-06,,,,,,
127.929,force/torque,,,,0.1066811253038958,-0.0892790647353744,8.10903093717018,0.0012872816504529,0.0015335924017017,-2.494493988462643e-06
127.952,ur5_elbow_joint,0.8206923349455142,7.908118016088092e-09,-21.464140411707064,,,,,,
127.952,ur5_shoulder_lift_joint,-0.6805390912804841,-5.425122938806889e-07,-54.88788882218221,,,,,,
127.952,ur5_shoulder_pan_joint,0.0213873986071142,-7.020438516148307e-11,-0.0001308673712992,,,,,,
127.952,ur5_wrist_1_joint,-1.7247040227353754,-7.921200442504304e-06,-2.466699460797818,,,,,,
127.952,ur5_wrist_2_joint,-1.560501453850477,1.1151659934051716e-07,0.0173216487749302,,,,,,
127.952,ur5_wrist_3_joint,0.0580461737306174,1.3771883356495494e-05,2.442941344153378e-06,,,,,,
127.954,force/torque,,,,0.1066828993585405,-0.089279583508945,8.109031070785116,0.0012872774535645,0.0015336143795762,-2.4826003156986067e-06
127.976,ur5_elbow_joint,0.8206923351376343,7.906900516750132e-09,-21.46414079593072,,,,,,
127.976,ur5_shoulder_lift_joint,-0.6805391043099958,-5.42511115248911e-07,-54.88788883525306,,,,,,
127.976,ur5_shoulder_pan_joint,0.0213873986079571,-7.024890501491281e-11,-0.0001308681957112,,,,,,
127.976,ur5_wrist_1_joint,-1.724704212833986,-7.920824005596517e-06,-2.466699808680054,,,,,,
127.976,ur5_wrist_2_joint,-1.5605014511291175,1.1151116562919157e-07,0.0173216525033803,,,,,,
